"","state","start_date","end_date","sample_size","answer","pct","pollster","transparency_score","Per.Capita.Disposable.Income..ACS.","One.Year.Change.Unemployment.Rate..BLS.","X4.Year.Change.Unemployment..BLS.","Percentage.Below.the.Poverty.Level..ACS.","X2020.Electoral.Result","edu_expenditure","house_price","fivethirtyeight_dem","fivethirtyeight_rep","feelingtherm_dem","feelingtherm_rep","affectivepolarization","State.Ideology","Immig_feeling_avg","harris_disbursement","trump_disbursement","White_population","Nonwhite_population","Age","Male","Female","Religion_Evan"
"4142","Wisconsin",2024-06-12,2024-06-20,871,"Trump",50,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4143","Wisconsin",2024-06-12,2024-06-20,784,"Biden",51,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4144","Wisconsin",2024-06-12,2024-06-20,784,"Trump",49,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4145","Wisconsin",2024-06-12,2024-06-20,871,"Biden",40,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4146","Wisconsin",2024-06-12,2024-06-20,871,"Trump",43,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4147","Wisconsin",2024-06-12,2024-06-20,784,"Biden",42,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4148","Wisconsin",2024-06-12,2024-06-20,784,"Trump",44,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4149","Wisconsin",2024-06-11,2024-06-20,650,"Biden",42,"P2 Insights",1,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4150","Wisconsin",2024-06-11,2024-06-20,650,"Trump",45,"P2 Insights",1,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4151","Wisconsin",2024-06-13,2024-06-18,1000,"Biden",48.7,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4152","Wisconsin",2024-06-13,2024-06-18,1000,"Trump",51.3,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4153","Wisconsin",2024-06-13,2024-06-18,1000,"Biden",42,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4154","Wisconsin",2024-06-13,2024-06-18,1000,"Trump",43.8,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4155","Wisconsin",2024-06-05,2024-06-10,500,"Biden",44,"J.L. Partners",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4156","Wisconsin",2024-06-05,2024-06-10,500,"Trump",44,"J.L. Partners",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4157","Wisconsin",2024-05-30,2024-05-31,338,"Biden",40,"Florida Atlantic University/Mainstreet Research",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4158","Wisconsin",2024-05-30,2024-05-31,338,"Trump",38,"Florida Atlantic University/Mainstreet Research",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4159","Wisconsin",2024-05-30,2024-05-31,290,"Biden",40,"Florida Atlantic University/Mainstreet Research",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4160","Wisconsin",2024-05-30,2024-05-31,290,"Trump",41,"Florida Atlantic University/Mainstreet Research",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4161","Wisconsin",2024-05-30,2024-05-31,338,"Biden",38,"Florida Atlantic University/Mainstreet Research",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4162","Wisconsin",2024-05-30,2024-05-31,338,"Trump",31,"Florida Atlantic University/Mainstreet Research",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4163","Wisconsin",2024-05-30,2024-05-31,290,"Biden",40,"Florida Atlantic University/Mainstreet Research",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4164","Wisconsin",2024-05-30,2024-05-31,290,"Trump",35,"Florida Atlantic University/Mainstreet Research",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4165","Wisconsin",2024-05-13,2024-05-21,650,"Biden",42,"P2 Insights",1,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4166","Wisconsin",2024-05-13,2024-05-21,650,"Trump",44,"P2 Insights",1,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4167","Wisconsin",2024-05-15,2024-05-19,600,"Biden",45,"KAConsulting LLC",3.5,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4168","Wisconsin",2024-05-15,2024-05-19,600,"Trump",45,"KAConsulting LLC",3.5,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4169","Wisconsin",2024-05-15,2024-05-19,600,"Biden",42,"KAConsulting LLC",3.5,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4170","Wisconsin",2024-05-15,2024-05-19,600,"Trump",42,"KAConsulting LLC",3.5,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4171","Wisconsin",2024-05-09,2024-05-16,488,"Biden",51,"Prime Group",1,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4172","Wisconsin",2024-05-09,2024-05-16,488,"Trump",49,"Prime Group",1,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4173","Wisconsin",2024-05-09,2024-05-16,488,"Biden",44,"Prime Group",1,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4174","Wisconsin",2024-05-09,2024-05-16,488,"Trump",44,"Prime Group",1,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4175","Wisconsin",2024-05-07,2024-05-13,693,"Biden",42,"Morning Consult",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4176","Wisconsin",2024-05-07,2024-05-13,693,"Trump",43,"Morning Consult",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4177","Wisconsin",2024-05-07,2024-05-13,693,"Biden",46,"Morning Consult",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4178","Wisconsin",2024-05-07,2024-05-13,693,"Trump",47,"Morning Consult",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4179","Wisconsin",2024-05-07,2024-05-13,693,"Harris",41,"Morning Consult",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4180","Wisconsin",2024-05-07,2024-05-13,693,"Trump",49,"Morning Consult",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4181","Wisconsin",2024-05-06,2024-05-13,503,"Biden",41,"Benenson Strategy Group/GS Strategy Group",0,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4182","Wisconsin",2024-05-06,2024-05-13,503,"Trump",41,"Benenson Strategy Group/GS Strategy Group",0,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4183","Wisconsin",2024-05-06,2024-05-13,503,"Biden",45,"Benenson Strategy Group/GS Strategy Group",0,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4184","Wisconsin",2024-05-06,2024-05-13,503,"Trump",45,"Benenson Strategy Group/GS Strategy Group",0,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4185","Wisconsin",2024-04-28,2024-05-09,614,"Biden",38,"Siena/NYT",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4186","Wisconsin",2024-04-28,2024-05-09,614,"Trump",38,"Siena/NYT",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4187","Wisconsin",2024-04-28,2024-05-09,614,"Biden",47,"Siena/NYT",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4188","Wisconsin",2024-04-28,2024-05-09,614,"Trump",45,"Siena/NYT",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4189","Wisconsin",2024-04-28,2024-05-09,614,"Biden",39,"Siena/NYT",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4190","Wisconsin",2024-04-28,2024-05-09,614,"Trump",40,"Siena/NYT",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4191","Wisconsin",2024-04-28,2024-05-09,614,"Biden",46,"Siena/NYT",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4192","Wisconsin",2024-04-28,2024-05-09,614,"Trump",47,"Siena/NYT",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4193","Wisconsin",2024-05-02,2024-05-06,1457,"Biden",50,"Quinnipiac",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4194","Wisconsin",2024-05-02,2024-05-06,1457,"Trump",44,"Quinnipiac",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4195","Wisconsin",2024-05-02,2024-05-06,1457,"Biden",40,"Quinnipiac",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4196","Wisconsin",2024-05-02,2024-05-06,1457,"Trump",39,"Quinnipiac",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4197","Wisconsin",2024-04-25,2024-04-29,1000,"Biden",48.4,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4198","Wisconsin",2024-04-25,2024-04-29,1000,"Trump",51.6,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4199","Wisconsin",2024-04-25,2024-04-29,1000,"Biden",40.4,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4200","Wisconsin",2024-04-25,2024-04-29,1000,"Trump",44.7,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4201","Wisconsin",2024-04-19,2024-04-25,1226,"Biden",49,"YouGov",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4202","Wisconsin",2024-04-19,2024-04-25,1226,"Trump",50,"YouGov",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4203","Wisconsin",2024-04-19,2024-04-25,1226,"Biden",44,"YouGov",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4204","Wisconsin",2024-04-19,2024-04-25,1226,"Trump",48,"YouGov",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4205","Wisconsin",2024-04-20,2024-04-21,802,"Biden",38,"Kaplan Strategies",4.5,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4206","Wisconsin",2024-04-20,2024-04-21,802,"Trump",48,"Kaplan Strategies",4.5,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4207","Wisconsin",2024-04-13,2024-04-21,518,"Biden",42.1,"John Zogby Strategies",5,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4208","Wisconsin",2024-04-13,2024-04-21,518,"Trump",41.4,"John Zogby Strategies",5,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4209","Wisconsin",2024-04-11,2024-04-16,1198,"Biden",43,"Beacon/Shaw",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4210","Wisconsin",2024-04-11,2024-04-16,1198,"Trump",41,"Beacon/Shaw",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4211","Wisconsin",2024-04-11,2024-04-16,1198,"Biden",48,"Beacon/Shaw",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4212","Wisconsin",2024-04-11,2024-04-16,1198,"Trump",48,"Beacon/Shaw",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4213","Wisconsin",2024-04-08,2024-04-14,702,"Biden",41,"Morning Consult",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4214","Wisconsin",2024-04-08,2024-04-14,702,"Trump",44,"Morning Consult",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4215","Wisconsin",2024-04-08,2024-04-14,702,"Biden",44,"Morning Consult",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4216","Wisconsin",2024-04-08,2024-04-14,702,"Trump",48,"Morning Consult",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4217","Wisconsin",2024-04-03,2024-04-10,814,"Biden",49,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4218","Wisconsin",2024-04-03,2024-04-10,814,"Trump",51,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4219","Wisconsin",2024-04-03,2024-04-10,707,"Biden",49,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4220","Wisconsin",2024-04-03,2024-04-10,707,"Trump",51,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4221","Wisconsin",2024-04-03,2024-04-10,814,"Biden",40,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4222","Wisconsin",2024-04-03,2024-04-10,814,"Trump",41,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4223","Wisconsin",2024-04-03,2024-04-10,707,"Biden",41,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4224","Wisconsin",2024-04-03,2024-04-10,707,"Trump",42,"Marquette Law School",10,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4225","Wisconsin",2024-04-06,2024-04-09,600,"Biden",45,"North Star Opinion Research",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4226","Wisconsin",2024-04-06,2024-04-09,600,"Trump",45,"North Star Opinion Research",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4227","Wisconsin",2024-04-06,2024-04-09,600,"Biden",36,"North Star Opinion Research",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4228","Wisconsin",2024-04-06,2024-04-09,600,"Trump",37,"North Star Opinion Research",3,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4229","Wisconsin",2024-03-17,2024-03-24,600,"Biden",41,"Fabrizio/GBAO",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4230","Wisconsin",2024-03-17,2024-03-24,600,"Trump",38,"Fabrizio/GBAO",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4231","Wisconsin",2024-03-17,2024-03-24,600,"Biden",43,"Fabrizio/GBAO",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4232","Wisconsin",2024-03-17,2024-03-24,600,"Trump",42,"Fabrizio/GBAO",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4233","Wisconsin",2024-03-17,2024-03-24,600,"Biden",46,"Fabrizio/GBAO",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4234","Wisconsin",2024-03-17,2024-03-24,600,"Trump",46,"Fabrizio/GBAO",6,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4235","Wisconsin",2024-03-16,2024-03-20,1000,"Biden",45.3,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4236","Wisconsin",2024-03-16,2024-03-20,1000,"Trump",46.7,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4237","Wisconsin",2024-03-12,2024-03-19,400,"Biden",47,"Echelon Insights",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4238","Wisconsin",2024-03-12,2024-03-19,400,"Trump",46,"Echelon Insights",9,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4239","Wisconsin",2024-03-14,2024-03-18,1000,"Biden",48.2,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4240","Wisconsin",2024-03-14,2024-03-18,1000,"Trump",51.8,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
"4241","Wisconsin",2024-03-14,2024-03-18,1000,"Biden",39.6,"Emerson",7,57210,0.1,-0.2,0.11,1,15588,385909,48.4746479,45.590274,48.37113,37.09622,11.27491,1,1.7,941403.98,81252.42,0.81,0.17,39.6,0.5,0.5,0.15
